filename,cell_number,center_of_mass_x,center_of_mass_y,mass,perimeter,spheroid_width,spheroid_height,spheroid_volume,spheroid_surface_area,mass,perimeter,mass/cell_mass,mass/perimeter,expectation_x,expectation_y,covariance_1,covariance_2,scatter_ratio
sample01-tr.png,113,215.191943,171.340047,844.000000,96.000000,33.772536,31.920664,18017.981738,3325.560439,160395.190100,96.000000,190.041694,1670.783230,215.130284,170.814328,8.564213,7.713737,0.061280
sample01-tr.png,114,76.317680,193.751381,362.000000,63.000000,22.623349,20.407188,4933.121697,1404.015562,72607.161278,63.000000,200.572269,1152.494623,76.204084,193.687556,5.607984,5.026865,0.061061
sample01-tr.png,115,475.940351,150.410526,285.000000,67.000000,28.586597,13.400590,2687.874187,1019.769752,55839.889954,67.000000,195.929438,833.431193,475.958042,150.306782,6.312829,3.245444,0.053483
sample01-tr.png,116,299.905689,89.547904,668.000000,85.000000,30.898109,27.572479,12299.349716,2582.583972,127368.595753,85.000000,190.671551,1498.454068,300.263432,89.494498,7.628818,6.786789,0.060773
sample01-tr.png,117,374.832536,346.636364,627.000000,84.000000,29.878237,26.778778,11218.508039,2428.566934,121351.876976,84.000000,193.543663,1444.665202,374.658696,346.536050,7.446952,6.534281,0.060818
sample01-tr.png,118,140.453925,335.351536,293.000000,61.000000,23.142484,16.824670,3430.059901,1118.800284,45410.884040,61.000000,154.985952,744.440722,140.540317,335.309159,5.701379,3.951177,0.057856
sample01-tr.png,119,398.531073,54.214689,177.000000,46.000000,16.003449,14.371031,1730.565682,698.479916,35282.093705,46.000000,199.333863,767.002037,398.594130,53.958325,3.879150,3.499719,0.059029
sample01-tr.png,120,487.447059,166.752941,595.000000,83.000000,29.807685,26.035137,10579.048488,2337.922743,107604.602944,83.000000,180.848072,1296.440999,488.186604,166.665282,7.286730,6.257223,0.058752
sample01-tr.png,121,452.735632,41.473563,435.000000,75.000000,24.885511,22.833034,6793.168984,1736.852803,79635.683106,75.000000,183.070536,1061.809108,452.999086,40.752374,6.168650,5.394843,0.058568
sample01-tr.png,122,446.562244,412.803010,731.000000,91.000000,34.213751,27.596722,13643.139309,2783.092798,139616.047225,91.000000,190.993225,1534.242277,446.574035,412.007007,8.387965,6.832322,0.060697
